SMILES,xtbS1,xtbT1
CNC(=O)/C(=N/O)/C,4.631,4.051
[NH2]=C(N)/C(=N/[O])/CO,0.643,0.641
CC(C)/C(=N\O)/CO,6.024,5.245
CC/C(=N\O)/C(C)C,5.908,5.393
CC/C(=N\O)/[C@@H](C)O,5.997,5.291
C/C(=N\O)/[C@@H](O)CO,5.263,5.112
C[C@@H](CO)/C(=N/O)/C,6.028,5.256
CC[C@@H](C)/C(=N/O)/C,6.052,5.298
CC[C@@H](O)/C(=N/O)/C,6.095,5.356
CO[C@@H](C)/C(=N/O)/C,5.556,5.316
C/C(=N\O)/C1(C)CC1,5.943,5.045
C/C(=N\O)/[C@@]1(C)CN1,5.994,4.893
C/C(=N\O)/[C@@]1(C)CO1,5.935,5.048
C/C(=N\O)/C1(O)CC1,5.802,4.732
O/N=C\1/CC(=O)C=C1,3.622,3.048
O/N=C/1\COC(=N)C1,5.908,5.105
O/N=C\1/CCC(=O)C1,4.38,4.377
O/N=C/1\CNC(=O)C1,5.939,5.085
O/N=C/1\COC(=O)C1,5.876,5.107
CC1=C/C(=N\O)/CC1,5.193,3.484
CC1=C/C(=N\O)/CN1,4.038,2.467
NC1=C/C(=N\O)/CC1,4.416,2.868
CC1=CC/C(=N\O)/C1,5.741,5.01
C[C@H]1C/C(=N/O)/C=C1,5.212,3.631
CN1C/C(=N/O)/C=C1,3.836,2.349
O/N=C\1/C[C@@H](O)C=C1,5.144,3.662
C[C@H]1C/C(=N/O)/CO1,5.434,5.208
C[C@H]1CC/C(=N\O)/C1,5.987,5.239
O/N=C/1\CC[C@@H](O)C1,5.969,5.224
C[C@]12C/C(=N\O)/[C@H]1N2,5.476,5.226
C[C@]12C/C(=N\O)/[C@H]1O2,5.526,5.288
C[C@]12C[C@H]1/C(=N/O)/C2,5.57,5.136
O/N=C/1\C[C@@]2(O)C[C@@H]12,5.638,5.189
O/N=C/1\C[C@@H](C1)C#C,5.538,5.306
O/N=C/1\C[C@@H](C1)C#N,5.861,5.288
O/N=C/1\C[C@@H](C1)C=O,4.505,4.505
ON=C1CN(C1)C=O,5.701,5.147
CC[C@H]1C/C(=N/O)/C1,5.836,5.322
CCN1CC(=NO)C1,5.295,5.092
CO[C@H]1C/C(=N/O)/C1,5.42,5.339
OC[C@H]1C/C(=N/O)/C1,5.861,5.331
C/C(=N\O)/CC1CC1,5.943,5.302
C/C(=N\O)/C[C@H]1CO1,5.866,5.196
C/C(=N\O)/CN1CC1,5.937,5.327
ON=C1CC2(CC2)C1,5.866,5.306
O/N=C/1\C[C@]2(CN2)C1,5.357,5.317
O/N=C/1\C[C@]2(CO2)C1,5.777,5.304
O/N=C\1/CCC=CC1,6.005,5.307
O/N=C/1\COC=NC1,5.403,5.094
O/N=C\1/CCCC=C1,5.137,3.655
O/N=C\1/CCNC=C1,4.307,2.809
O/N=C\1/COCC=C1,4.878,3.64
ON=C1CCCCC1,6.008,5.345
O/N=C\1/CCCOC1,5.475,5.323
ON=C1CCOCC1,5.999,5.229
ON=C1COCOC1,5.166,5.059
O/N=C/1\C=CNC1=N,2.979,1.854
O/N=C/1\C=CCC1=O,3.505,2.981
O/N=C\1/CC=CC1=O,2.807,2.807
O/N=C/1\C=CNC1=O,2.996,2.003
O/N=C\1/CCOC1=N,4.66,4.202
O/N=C\1/CCCC1=O,3.08,3.078
O/N=C\1/CCNC1=O,4.142,4.128
O/N=C\1/CCOC1=O,4.119,4.119
O/N=C\1/CNC[C]1.[O],2.983,2.986
O/N=C\1/COCC1=O,3.008,3.005
CC1=CCC/C/1=N/O,5.18,3.579
CC1=C(CN[CH]1)[N]O,4.27,2.637
NC1=NCC/C/1=N/O,4.69,3.568
C[C@H]1C=CC/C/1=N\O,5.525,5.197
O/N=C/1\CC=C[C@H]1O,5.587,5.227
C[C@H]1CC=C/C/1=N\O,5.215,3.625
C[C@H]1NC=C/C/1=N\O,4.137,2.62
O/N=C/1\C=CC[C@H]1O,5.05,3.619
C[C@H]1CCC/C/1=N\O,6.044,5.309
C[C@H]1COC/C/1=N\O,5.535,5.323
C[C@H]1OCC/C/1=N\O,5.558,5.3
O/N=C/1\CCC[C@H]1O,5.795,5.265
O/N=C/1\COC[C@H]1O,5.763,5.259
C[C@H]1[C@@H](O)C/C/1=N\O,5.449,5.409
C[C@H]1C/C(=N\O)/[C@H]1C,5.388,5.39
C[C@H]1C/C(=N\O)/[C@H]1O,5.351,5.343
C[C@H]1N(C)C/C/1=N\O,5.426,5.223
O/N=C/1\C[C@@H](O)[C@H]1O,5.642,5.462
C[C@H]1C[C@@H](C)/C/1=N/O,5.883,5.437
C[C@H]1C[C@@H](O)[C]1[N]O,5.793,5.416
C[C@H]1N[C@@H](C)/C/1=N/O,5.362,5.252
C[C@H]1O[C@@H](C)/C/1=N/O,5.83,5.328
O/N=C/1\[C@@H](O)C[C@H]1O,5.468,5.355
C[C@]12C[C@H]1C/C/2=N\O,5.545,5.202
C[C@]12C[N@]1C/C/2=N\O,5.343,5.051
C[C@]12N[C@H]1C/C/2=N\O,5.457,5.27
C[C@]12O[C@H]1C/C/2=N\O,5.456,5.368
O/N=C/1\C[C@H]2C[C@@]12O,5.446,5.073
C/C(=N\O)/C1CCC1,5.991,5.288
C/C(=N\O)/[C@H]1CCO1,5.906,5.278
C/C(=N\O)/C1COC1,5.971,5.235
C/C(=N\O)/[C@H]1C[C@H]1O,5.489,4.761
C[C@H]1C[C@H]1/C(=N/O)/C,5.92,4.942
C[C@H]1N[C@H]1/C(=N/O)/C,5.871,4.822
C[C@H]1O[C@H]1/C(=N/O)/C,5.909,4.961
CN1C[C@H]1/C(=N/O)/C,5.585,4.978
C[C@H]1[C@H]2C[C@@H]1/C/2=N/O,6.581,5.916
C[C@H]1[C@H]2N[C@@H]1/C/2=N/O,5.891,5.485
C[C@H]1[C@H]2O[C@@H]1/C/2=N/O,6.173,5.823
CN1[C@H]2C[C@@H]1/C/2=N/O,5.754,5.507
O/N=C/1\[C@H]2C[C@@H]1[C@H]2O,6.596,5.924
O/N=C/1\[C@H]2N[C@@H]1[C@H]2O,5.953,5.719
O/N=C/1\[C@H]2O[C@@H]1[C@H]2O,6.031,5.825
O/N=C/1\C[C@H]2C[C@H]2C1,5.958,5.221
O/N=C/1\C[C@H]2N[C@H]2C1,5.474,5.212
O/N=C/1\C[C@H]2O[C@H]2C1,5.955,5.215
O/N=C/1\C[C@@H]2C[C@H]1C2,6.216,5.484
O/N=C/1\C[C@@H]2C[C@H]1O2,6.009,5.496
O/N=C/1\C[N@@]2C[C@H]1C2,6.031,5.479
O/N=C/1\CC[C@H]1C#C,5.88,5.394
O/N=C/1\CC[C@H]1C#N,5.875,5.313
O/N=C/1\CN[C@H]1C#C,5.68,5.279
O/N=C/1\CN[C@H]1C#N,5.473,5.192
O/N=C/1\CO[C@H]1C#C,5.754,5.314
O/N=C/1\CO[C@H]1C#N,5.863,5.249
O/N=C/1\CC[C@H]1C=O,4.391,4.384
O/N=C/1\CN[C@H]1C=O,4.309,4.295
O/N=C/1\CO[C@H]1C=O,4.224,4.212
CC[C@H]1CC/C/1=N\O,5.455,5.395
CC[C@H]1NC/C/1=N\O,5.45,5.235
CC[C@H]1OC/C/1=N\O,5.9,5.302
CO[C@H]1CC/C/1=N\O,5.636,5.388
OC[C@H]1CC/C/1=N\O,5.645,5.374
OC[C@H]1NC/C/1=N\O,5.349,5.164
OC[C@H]1OC/C/1=N\O,5.905,5.315
O/N=C(\C#C)/C1CC1,5.64,4.162
O/N=C(/C#C)\[C@H]1CN1,5.251,4.216
CC/C(=N/O)/C1CC1,6.012,5.045
CC/C(=N\O)/[C@H]1CN1,5.948,4.901
CC/C(=N/O)/[C@H]1CO1,5.844,5.114
OC/C(=N\O)/C1CC1,6.001,4.835
O/N=C/1\CCC21CC2,5.96,5.123
O/N=C/1\CC[C@]21CN2,5.926,5.062
O/N=C/1\CC[C@]21CO2,5.645,5.196
O/N=C/1\CNC21CC2,5.44,4.832
O/N=C/1\COC21CC2,5.819,4.862
C[C@H]1[C@H]2C[C@H]2/C/1=N/O,5.503,5.175
C[C@H]1[C@H]2N[C@H]2/C/1=N/O,5.433,5.274
C[C@H]1[C@H]2O[C@H]2/C/1=N/O,5.383,5.35
C[C@H]1[N@]2C[C@H]2/C/1=N/O,5.248,5.002
O[N][C]1[C@H]2C[C@H]2[C@H]1O,5.154,5.03
O/N=C\1/[C@H]2N[C@H]2[C@H]1O,5.221,5.097
O/N=C\1/[C@H]2O[C@H]2[C@H]1O,5.416,5.287
O/N=C/1\C[C@H]2CC[C@@H]12,5.469,5.391
O/N=C/1\C[C@H]2CO[C@@H]12,5.934,5.424
O/N=C/1\C[C@H]2OC[C@@H]12,6.106,5.37
O/N=C/1\C[N@]2CC[C@@H]12,5.274,5.211
C[C@H]1[C@H]2C/C(=N\O)/[C@@H]12,5.548,5.15
C[C@H]1[C@@H]2[N@]1C/C/2=N\O,5.275,4.975
O/N=C/1\C[C@H]2[C@@H](O)[C@@H]12,5.574,5.046
O/N=C/1\C=C[C@H]2C[C@@H]12,4.913,3.408
O/N=C/1\C=C[C@H]2N[C@@H]12,4.361,3.45
O/N=C/1\C=C[C@H]2O[C@@H]12,4.722,3.509
O/N=C/1\C=CN2C[C@@H]12,4.766,3.174
O/N=C/1\CC[C@H]2C[C@@H]12,6.112,5.106
O/N=C/1\CC[C@H]2N[C@@H]12,5.653,5.095
O/N=C/1\CC[C@H]2O[C@@H]12,5.478,5.156
O/N=C/1\CO[C@H]2C[C@@H]12,5.692,4.933
O/N=C/1\[C@H]2C[C@@H]1C=C2,5.894,4.671
O/N=C/1\[C@H]2N[C@@H]1C=C2,5.362,4.657
O/N=C/1\[C@H]2O[C@@H]1C=C2,5.996,4.772
O/N=C/1\[C@H]2C[C@@H]1CC2,5.839,5.794
O/N=C\1/[C@H]2C[C@@H]1OC2,5.715,5.659
O/N=C/1\[C@H]2CC[C@@H]1N2,5.643,5.201
O/N=C/1\[C@H]2CC[C@@H]1O2,6.086,5.732
O/N=C\1/[C@H]2[C@H]3[C@@H]1C[N@@]23,5.671,5.305
O/N=C\1/[C@H]2[C@H]3C[C@@H]1[C@@H]23,5.847,5.3
O/N=C\1/[C@H]2[C@H]3C[C@@H]1[N@@]23,5.673,5.304
O/N=C\1/[C@H]2[C@H]3O[C@@H]1[C@@H]23,5.45,5.139
Fc1ccccc1,5.132,4.979
Fc1ccncc1,5.373,5.136
Fc1cnccc1,5.27,4.794
Fc1cnccn1,4.4,4.4
Fc1cncnc1,4.507,4.507
Fc1ncccc1,5.429,4.844
Fc1ncccn1,4.69,4.69
Fc1nccnc1,4.399,4.399
Fc1ncncc1,4.821,4.821
FC1=[N]=CN=C[N]1,4.884,4.883
FC1=N[N]C=N[CH]1,2.975,2.975
Fc1cnncn1,3.209,3.209
Fc1cnnnn1,2.88,2.88
Fc1nccnn1,3.031,3.031
FC1=[N]=CN=N[N]1,2.729,2.729
CC#CC(F)(F)F,7.249,7.245
FC(F)(F)CC#C,7.156,7.156
FC(F)(F)CC#N,8.857,8.853
FC(F)(F)CC=O,4.535,4.533
OCCC(F)(F)F,6.976,6.972
CCCC(F)(F)F,8.822,8.816
CNCC(F)(F)F,5.779,5.758
COCC(F)(F)F,6.572,6.57
CC(=O)C(F)(F)F,4.337,4.331
CC(C)C(F)(F)F,9.051,9.014
C[C@@H](N)C(F)(F)F,6.32,6.311
C[C@@H](O)C(F)(F)F,7.721,7.695
FC(F)(F)C1CC1,7.974,7.971
FC(F)(F)[C@H]1CN1,6.752,6.741
FC(F)(F)[C@H]1CO1,6.911,6.896
N=c1[nH]c(=O)cco1,4.815,4.031
N=c1[nH]c(=O)nco1,4.839,4.408
N=c1[nH]c(=O)[nH]cc1,4.82,3.531
[NH]C1=N[CH]NC(=O)N1,5.006,3.968
N=c1[nH]c(=O)occ1,5.391,4.001
[NH][C]1NC(=O)OC=N1,5.207,4.27
N=c1[nH]ccc(=O)[nH]1,4.504,3.529
N=c1[nH]ccc(=O)o1,4.647,3.385
N=c1[nH]cnc(=O)[nH]1,4.841,4.287
N=c1[nH]cnc(=O)o1,5.058,4.281
N=c1oc(=O)[nH]cc1,4.965,3.475
[NH]C1=N[CH]NC(=O)O1,5.448,4.203
N=c1oc(=O)occ1,5.766,4.022
[NH]C1=[N]=COC(=O)O1,5.343,4.803
N=c1occc(=O)o1,5.246,3.985
N=c1ocnc(=O)o1,5.057,5.056
O=c1[nH]c(=O)cco1,5.317,4.381
O=c1[nH]ccc(=O)[nH]1,5.195,3.852
CC1=CC(=N[CH]N1)[NH],4.115,3.374
C[C]1C=C([NH])N=CO1,4.627,3.642
Cc1cc(=O)cc[nH]1,4.135,3.548
Cc1cc(=O)cco1,3.94,3.767
Cc1cc(=O)nc[nH]1,4.225,3.979
Cc1cc(=O)nco1,3.974,3.974
CC1=NC(=C[CH]O1)[NH],4.735,3.728
Cc1nc(=O)cc[nH]1,4.145,4.029
Cc1nc(=O)cco1,3.898,3.897
Cc1nc(=O)nco1,3.853,3.853
N[C]1C=C([NH])N=CO1,3.981,3.128
Nc1cc(=O)cc[nH]1,4.137,3.54
Nc1cc(=O)cco1,4.075,3.446
Nc1cc(=O)nc[nH]1,4.19,3.652
Nc1cc(=O)nco1,4.122,3.428
Nc1nc(=O)cc[nH]1,4.434,4.127
Nc1nc(=O)cco1,4.242,4.242
Nc1nc(=O)nc[nH]1,4.286,4.286
Nc1nc(=O)nco1,4.159,4.159
O[C]1C=C([NH])C=CO1,4.364,3.292
OC1=CC(=N[CH]N1)[NH],4.084,3.23
O[C]1C=C([NH])N=CO1,4.318,3.418
Oc1cc(=O)cc[nH]1,4.307,3.66
Oc1cc(=O)cco1,4.165,3.809
Oc1cc(=O)nc[nH]1,4.317,3.941
Oc1cc(=O)nco1,4.163,3.916
Oc1nc(=O)cc[nH]1,4.537,4.139
Oc1nc(=O)cco1,4.295,4.295
Oc1nc(=O)nco1,4.189,4.189
Cc1cc(=N)occ1,3.915,2.636
Cc1cc(=N)ocn1,4.257,3.047
Cc1cc(=O)[nH]cc1,4.223,3.036
Cc1cc(=O)[nH]cn1,4.785,3.589
Cc1cc(=O)occ1,4.489,3.043
Cc1cc(=O)ocn1,4.979,3.492
CC1=C[CH]OC(=N1)[NH],3.892,2.739
C[C]1N=C([NH])OC=N1,4.09,3.474
Cc1nc(=O)[nH]cc1,4.123,3.153
Cc1nc(=O)[nH]cn1,3.852,3.852
Cc1nc(=O)occ1,3.905,3.288
Cc1nc(=O)ocn1,3.744,3.744
Nc1cc(=N)occ1,3.67,2.578
Nc1cc(=N)ocn1,3.672,2.638
Nc1cc(=O)[nH]cc1,4.284,3.23
Nc1cc(=O)[nH]cn1,4.411,3.299
Nc1cc(=O)occ1,4.259,3.011
Nc1cc(=O)ocn1,4.252,3.018
NC(=[N])/C=C\[O].[C].[NH],5.294,4.142
N[C]1N=C([NH])OC=N1,4.263,3.482
Nc1nc(=O)[nH]cc1,4.642,3.644
Nc1nc(=O)[nH]cn1,4.537,4.466
Nc1nc(=O)occ1,4.692,3.919
Nc1nc(=O)ocn1,4.502,4.263
O=c1cc(N)[nH]cc1,4.136,3.54
OC1=N[CH]NC(=N)[CH]1,3.925,3.008
Oc1cc(=N)occ1,3.897,2.746
OC1=[N]=COC(=N)[CH]1,4.118,2.957
Oc1cc(=O)[nH]cc1,4.365,3.288
OC1=N[CH]NC(=O)[CH]1,4.723,3.595
OC1=[N]=COC(=O)[CH]1,4.72,3.371
OC1=[N]=C([NH])OC=C1,4.06,3.114
O[C]1=[N]=C([NH])OC=[N]=1,4.511,3.78
Oc1nc(=O)[nH]cc1,4.557,3.534
O[C]1=NC(=O)N[CH]N=1,4.373,4.373
Oc1nc(=O)occ1,4.644,3.731
O[C]1=NC(=O)OC=[N]=1,4.304,4.304
Cc1cccc(C)c1,4.993,4.96
Cc1cc(C)cnc1,5.273,4.772
Cc1cc(C)ncc1,5.202,4.808
Cc1cc(C)ncn1,4.541,4.541
Cc1cccc(C)n1,5.082,4.698
Cc1cccc(N)c1,4.462,3.939
Cc1cccc(O)c1,4.799,4.327
Cc1cccc(O)n1,5.05,4.261
Cc1ccnc(N)n1,4.642,3.908
Cc1ccnc(O)c1,5.017,4.31
C[C]1C=CN=[C](=N1)O,4.641,4.474
Cc1cncc(C)n1,4.216,4.216
Cc1cncc(N)c1,4.498,3.721
Cc1cncc(N)n1,4.408,3.485
Cc1cncc(O)c1,4.981,4.202
Cc1cncc(O)n1,4.416,3.991
Cc1nc(C)ncc1,4.518,4.518
CC1=[N]=CN=C(C)[N]1,4.583,4.583
Cc1nccc(N)n1,4.648,4.197
Cc1nccc(O)c1,5.179,4.931
Cc1nccc(O)n1,4.66,4.66
Cc1ncnc(N)c1,4.803,4.169
CC1=[N]=CN=C(N)[N]1,4.767,4.554
Cc1ncnc(O)c1,4.884,4.766
C[C]1N=CN=[C](=N1)O,4.717,4.717
Nc1cccc(N)c1,4.345,3.879
Nc1cc(N)cnc1,4.401,3.646
Nc1cc(N)ncn1,4.82,4.282
Nc1cc(O)ncc1,4.769,4.223
Nc1cccc(O)c1,4.505,3.954
Nc1cccc(O)n1,4.619,3.785
Nc1cncc(N)n1,4.361,3.312
Nc1cncc(O)c1,4.562,3.728
N[C]1C=N[CH]C(=N1)O,4.575,3.473
NC1=[N]=CN=C(N)[N]1,5.235,4.601
NC1=C[CH]N=[C](=N1)O,4.901,4.11
Nc1nccc(O)c1,4.739,4.09
N[C]1N=C[CH]C(=N1)O,4.883,4.095
Nc1ncnc(O)c1,5.036,4.295
N[C]1N=CN=[C](=N1)O,5.194,4.675
Oc1cccc(O)c1,4.76,4.333
Oc1cc(O)cnc1,4.868,4.036
OC1=N[CH]N=C([CH]1)O,5.382,4.945
OC1=[N]=C(C=C[CH]1)O,4.868,4.022
OC1=[N]=C(C=N[CH]1)O,4.88,3.745
OC1=[N]=[C](=NC=C1)O,4.974,4.576
O[C]1=N[CH]N=[C](=[N]=1)O,5.169,5.169
C[C]1C=CC=C([NH])O1,3.777,2.507
Cc1cccc(=O)[nH]1,4.099,2.896
Cc1cccc(=O)o1,4.343,2.888
C[C]1C=CN=C([NH])O1,3.725,2.601
Cc1ccnc(=O)[nH]1,4.133,3.041
Cc1ccnc(=O)o1,3.907,3.084
C[C]1C=NC=C([NH])O1,3.756,2.375
Cc1cncc(=O)[nH]1,4.011,2.7
Cc1cncc(=O)o1,3.628,2.669
Cc1nccc(=O)[nH]1,4.681,3.506
Cc1nccc(=O)o1,4.789,3.43
C[C]1N=C[N]C(=O)N1,3.948,3.948
Cc1ncnc(=O)o1,3.833,3.833
N[C]1C=CC=C([NH])O1,3.586,2.305
Nc1cccc(=O)[nH]1,3.886,2.748
Nc1cccc(=O)o1,3.88,2.51
N[C]1C=CN=C([NH])O1,3.722,2.569
Nc1ccnc(=O)[nH]1,4.152,3.151
Nc1ccnc(=O)o1,4.129,2.912
N[C]1C=NC=C([NH])O1,3.595,2.148
Nc1cncc(=O)[nH]1,3.923,2.601
Nc1cncc(=O)o1,3.885,2.318
Nc1nccc(=N)o1,4.134,2.909
Nc1nccc(=O)[nH]1,4.489,3.379
Nc1nccc(=O)o1,4.424,3.126
NC1=N[CH]N=C([NH])O1,4.421,3.409
N[C]1N=C[N]C(=O)N1,4.487,4.115
Nc1ncnc(=O)o1,4.441,3.853
O[C]1C=CC=C([NH])O1,3.822,2.518
Oc1cccc(=O)[nH]1,4.12,2.944
Oc1cccc(=O)o1,4.206,2.79
O[C]1C=CN=C([NH])O1,3.872,2.717
Oc1ccnc(=O)o1,4.327,3.095
O[C]1C=NC=C([NH])N1,3.408,2.296
O[C]1C=NC=C([NH])O1,3.797,2.354
Oc1cncc(=O)o1,4.107,2.567
Oc1nccc(=O)o1,4.81,3.415
OC1=N[CH]N=C([NH])N1,4.045,3.337
OC1=N[CH]N=C([NH])O1,4.539,3.557
Cc1c(C)[nH]c(=O)[nH]1,4.275,4.103
Cc1c(C)oc(=O)[nH]1,4.693,4.24
Cc1c(C)oc(=O)o1,5.293,4.538
Cc1c(N)[nH]c(=O)[nH]1,3.697,3.666
Cc1c(N)[nH]c(=O)o1,3.973,3.923
Cc1c(N)oc(=O)[nH]1,3.91,3.726
Cc1c(N)oc(=O)o1,3.965,3.846
Cc1c(O)[nH]c(=O)[nH]1,3.678,3.677
Cc1c(O)oc(=O)[nH]1,3.851,3.828
Nc1c(N)[nH]c(=O)[nH]1,3.189,3.145
Nc1c(N)oc(=O)[nH]1,3.805,3.742
Nc1c(N)oc(=O)o1,3.328,3.215
Nc1c(O)[nH]c(=O)[nH]1,3.78,3.689
Nc1c(O)[nH]c(=O)o1,4.132,4.042
Nc1c(O)oc(=O)[nH]1,3.433,3.39
Nc1c(O)oc(=O)o1,3.446,3.38
Oc1c(O)[nH]c(=O)[nH]1,3.251,3.231
Cc1c(C)cc(N)[nH]1,4.091,3.876
Cc1c(C)cc(N)o1,4.042,3.537
Cc1c(C)cc(O)[nH]1,4.352,4.139
Cc1c(C)nc(N)o1,4.324,3.722
Cc1c(C)nc(O)[nH]1,4.604,4.244
Cc1c(C)nc(O)o1,4.953,4.078
Cc1c(N)cc(N)[nH]1,3.905,3.756
Cc1c(N)cc(N)o1,3.797,3.4
Cc1c(N)cc(O)[nH]1,4.064,3.917
Cc1c(N)nc(N)o1,3.924,3.356
Cc1c(N)nc(O)[nH]1,4.095,3.826
Cc1c(N)nc(O)o1,4.349,3.618
Cc1c(N)[nH]c(O)c1,3.658,3.545
Cc1c(N)[nH]c(O)n1,3.792,3.583
Cc1c(N)oc(N)c1,4.072,3.267
Cc1c(N)oc(N)n1,4.033,3.273
Cc1c(N)oc(O)c1,3.604,3.375
Cc1c(N)oc(O)n1,3.699,3.409
Cc1c(O)cc(N)[nH]1,3.868,3.66
Cc1c(O)cc(N)o1,3.763,3.415
Cc1c(O)cc(O)[nH]1,4.038,3.938
C[C]1C(=N[C](N)N1)O,3.727,3.58
C[C]1C(=[N]=C(N)O1)O,3.97,3.396
C[C]1C(=[N]=C(O)N1)O,4.03,3.794
C[C]1C(=[N]=C(O)O1)O,4.371,3.676
Cc1c(O)[nH]c(N)c1,3.7,3.621
C[C]1[C](O)NC(=C1)O,3.675,3.675
Cc1c(O)[nH]c(O)n1,3.88,3.816
Cc1c(O)oc(N)c1,3.876,3.394
Cc1cc(C)c(C)[nH]1,4.928,4.361
Cc1cc(C)c(C)o1,5.353,4.013
Cc1cc(C)c(N)[nH]1,4.196,3.908
Cc1cc(C)c(N)o1,3.996,3.52
Cc1cc(C)c(O)[nH]1,4.346,4.106
Cc1cc(N)c(C)[nH]1,4.227,4.02
Cc1cc(N)c(C)o1,4.54,3.674
Cc1cc(N)c(N)o1,3.746,3.26
Cc1cc(N)c(O)[nH]1,3.944,3.848
Cc1cc(N)c(O)o1,4.0,3.352
Cc1cc(O)c(C)[nH]1,4.568,4.064
Cc1cc(O)c(C)o1,4.886,3.765
Cc1cc(O)c(N)[nH]1,3.987,3.614
Cc1cc(O)c(N)o1,3.745,3.189
Cc1cc(O)c(O)[nH]1,3.947,3.73
Cc1nc(C)c(C)o1,5.482,4.051
Cc1nc(C)c(N)o1,4.319,3.431
Cc1nc(C)c(O)[nH]1,4.463,4.062
Cc1nc(N)c(C)o1,4.676,3.457
Cc1nc(N)c(N)o1,3.993,3.03
Cc1nc(N)c(O)[nH]1,4.056,3.694
Cc1nc(N)c(O)o1,4.003,3.226
C[C]1N=C(O)[C](C)N1,4.592,3.856
CC1=[N]=C(O)[C](C)O1,4.873,3.548
C[C]1N=C(O)[C](N)N1,3.732,3.417
CC1=[N]=C(O)[C](N)O1,3.965,2.916
C[C]1N=C(O)[C](O)N1,3.928,3.469
Nc1c(N)nc(O)[nH]1,3.547,3.371
Nc1c(N)nc(O)o1,3.623,3.221
Nc1c(O)cc(O)[nH]1,4.095,3.869
N[C]1C(=[N]=C(O)N1)O,3.576,3.318
N[C]1C(=[N]=C(O)O1)O,4.021,3.645
Nc1c(O)[nH]c(O)c1,3.51,3.496
Nc1c(O)[nH]c(O)n1,3.587,3.527
Nc1c(O)oc(O)n1,3.627,3.099
Nc1cc(N)c(N)o1,3.552,3.144
Nc1cc(N)c(O)[nH]1,3.461,3.33
Nc1cc(N)c(O)o1,3.231,3.084
Nc1cc(O)c(N)[nH]1,3.46,3.276
Nc1cc(O)c(N)o1,3.284,2.959
Nc1cc(O)c(O)[nH]1,3.337,3.32
Nc1cc(O)c(O)o1,3.181,3.054
Nc1nc(N)c(N)o1,3.602,2.957
Nc1nc(N)c(O)o1,3.253,2.93
N[C]1N=C(O)[C](N)N1,3.232,3.175
NC1=[N]=C(O)[C](N)O1,3.422,2.868
N[C]1N=C(O)[C](O)N1,3.115,3.11
Oc1cc(O)c(O)[nH]1,3.517,3.517
OC1=[N]=C(O)[C](O)N1,3.523,3.338
Cn1cc(C)c(C)c1,5.304,4.83
Cn1cc(C)c(N)c1,4.537,4.364
Cn1cc(C)c(O)c1,4.851,4.49
Cn1cc(N)c(N)c1,4.386,4.299
Cn1cc(N)c(O)c1,4.477,4.443
Cn1cc(O)c(O)c1,4.489,4.463
Cn1cc(C)cc1C,5.183,4.768
Cn1cc(C)cc1N,4.405,4.248
Cn1cc(C)cc1O,4.531,4.531
Cn1cc(C)nc1C,5.457,4.814
Cn1cc(C)nc1O,4.925,4.704
Cn1cc(N)cc1C,4.422,4.363
Cn1cc(N)cc1N,4.234,4.064
Cn1cc(N)cc1O,4.245,4.221
Cn1cc(N)nc1O,4.285,4.161
Cn1cc(O)cc1C,4.609,4.385
Cn1cc(O)cc1N,4.192,4.068
Cn1cc(O)cc1O,4.265,4.265
CN1[CH]C(=N[C]1C)O,4.659,4.23
CN1[CH]C(=N[C]1N)O,4.038,4.016
CN1[CH]C(=[N]=C1O)O,4.377,4.211
Cn1cc(C)[nH]c1=O,4.367,3.989
Cn1cc(C)oc1=O,4.814,4.07
Cn1cc(N)[nH]c1=O,3.665,3.585
Cn1cc(N)oc1=O,3.615,3.44
Cn1cc(O)[nH]c1=O,3.721,3.721
Cn1cc(O)oc1=O,3.887,3.759
Cc1ccc(C)cc1,4.996,4.869
Cc1ccc(N)cc1,4.48,3.917
Cc1ccc(O)cc1,4.795,4.267
Cc1cnc(C)cc1,5.227,4.707
Cc1cnc(C)cn1,4.25,4.25
Cc1cnc(C)nc1,4.524,4.524
Cc1cnc(N)cc1,4.588,3.843
Cc1cnc(N)cn1,4.427,3.463
Cc1cnc(N)nc1,4.675,3.848
Cc1cnc(O)cc1,5.004,4.221
Cc1cnc(O)cn1,4.498,3.9
CC1=CN=[C](=N[CH]1)O,4.641,4.363
Cc1ncc(N)cc1,4.514,3.698
C[C](N=[CH])N=[CH].[C].[NH2],2.35,2.133
Cc1ncc(N)nc1,4.441,3.47
Cc1ncc(O)cc1,4.977,4.143
Cc1ncc(O)cn1,4.481,4.064
Cc1ncc(O)nc1,4.454,3.959
Nc1ccc(N)cc1,4.076,3.338
Nc1ccc(O)cc1,4.222,3.449
Nc1cnc(N)cc1,4.075,3.177
Nc1cnc(N)cn1,3.968,2.855
Nc1cnc(N)nc1,4.032,2.997
Nc1cnc(O)cc1,4.226,3.279
Nc1cnc(O)cn1,4.175,3.004
NC1=CN=[C](=N[CH]1)O,4.237,3.127
Nc1ncc(O)cc1,4.286,3.344
Nc1ncc(O)cn1,4.296,3.218
Oc1ccc(O)cc1,4.492,3.69
Oc1cnc(O)cc1,4.626,3.613
OC1=N[CH]C(=N[CH]1)O,4.63,3.395
OC1=CN=[C](=N[CH]1)O,4.604,3.589
Cc1c[nH]c(=O)cc1,4.144,2.934
Cc1c[nH]c(=O)cn1,3.951,2.69
Cc1c[nH]c(=O)nc1,4.139,3.001
